id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
31954232,24425582,Brooklyn,Williamsburg,40.71301,-73.95845,Entire home/apt,2,13,2.5,1,27,128
9619848,1509237,Manhattan,East Harlem,40.79686,-73.9459,Entire home/apt,2,5,0.12,2,177,199
14011318,7658111,Brooklyn,Bedford-Stuyvesant,40.68639,-73.93115999999999,Private room,2,22,0.63,1,8,50
23038520,7381386,Bronx,Pelham Gardens,40.85929,-73.84229,Entire home/apt,3,41,2.44,1,23,60
26412930,209300,Brooklyn,Fort Greene,40.68731,-73.9751,Private room,1,8,0.66,2,0,85
10938544,10583598,Brooklyn,Prospect-Lefferts Gardens,40.66324,-73.95963,Private room,2,9,0.22,1,0,40
628078,3119145,Manhattan,Harlem,40.80338,-73.95594,Entire home/apt,14,6,0.07,1,0,105
9121896,7858210,Manhattan,Harlem,40.81614,-73.94116,Private room,2,66,1.51,4,180,50
6559453,34306160,Brooklyn,Williamsburg,40.70306,-73.93629,Private room,4,87,1.75,1,96,60
2332284,8873749,Manhattan,Washington Heights,40.84966,-73.93945,Private room,2,76,1.29,1,291,40
26167567,190981544,Brooklyn,Bedford-Stuyvesant,40.68643,-73.93007,Private room,1,148,11.68,6,174,40
18637912,129497806,Brooklyn,East Flatbush,40.65064,-73.95045,Entire home/apt,2,73,3.09,1,66,94
35842545,2880794,Brooklyn,Park Slope,40.67757,-73.98037,Entire home/apt,3,1,1.0,1,29,115
26417009,119669058,Brooklyn,Bedford-Stuyvesant,40.69303,-73.95636,Shared room,1,17,1.39,34,365,38
35840564,201153591,Queens,Astoria,40.76595,-73.92656,Entire home/apt,2,2,2.0,2,153,215
20662567,147796643,Manhattan,Upper West Side,40.78875,-73.9679,Private room,2,5,0.22,1,0,150
26000559,2739367,Brooklyn,Williamsburg,40.70826,-73.94421,Private room,29,70,5.38,2,64,62
18239876,125589679,Manhattan,Washington Heights,40.836940000000006,-73.94211999999999,Entire home/apt,3,71,2.66,1,363,100
20710022,148261815,Manhattan,Harlem,40.80171,-73.95121999999999,Private room,10,6,0.28,1,156,55
30477526,2327106,Manhattan,Harlem,40.80242,-73.95371999999999,Entire home/apt,2,6,0.95,1,252,275
9395128,36577517,Queens,Elmhurst,40.74449,-73.88096,Private room,2,21,0.48,2,311,49
9559239,608275,Manhattan,Greenwich Village,40.72704,-73.99954,Entire home/apt,3,1,0.02,1,0,300
19456350,126144914,Manhattan,Upper West Side,40.7789,-73.98527,Entire home/apt,10,5,0.21,1,0,250
27292944,8593113,Brooklyn,Red Hook,40.67349,-74.00589000000001,Private room,1,7,0.66,2,48,81
11679675,61553719,Brooklyn,Bedford-Stuyvesant,40.68205,-73.94469000000001,Entire home/apt,2,39,0.98,1,190,85
5061309,13501341,Brooklyn,Bushwick,40.70171,-73.91344000000001,Private room,1,155,3.39,2,170,60
24855248,37421312,Manhattan,Upper East Side,40.77096,-73.95334,Entire home/apt,7,3,0.21,1,0,125
7328260,38390671,Manhattan,Washington Heights,40.83769,-73.94207,Private room,7,12,0.27,1,48,40
4055732,12368114,Brooklyn,Clinton Hill,40.684540000000005,-73.96382,Private room,1,1,0.02,1,0,40
20729133,31306976,Brooklyn,Bedford-Stuyvesant,40.69155,-73.93661999999999,Private room,7,5,0.23,1,56,49
11850900,63157598,Brooklyn,Williamsburg,40.70807,-73.94006999999999,Entire home/apt,4,6,0.16,1,157,175
10096352,12485770,Manhattan,West Village,40.7313,-74.00154,Entire home/apt,30,5,0.13,9,332,166
23439529,140057330,Queens,Ridgewood,40.69704,-73.90576,Private room,1,14,0.88,7,64,60
10035920,51502398,Brooklyn,Crown Heights,40.6698,-73.94991999999999,Entire home/apt,3,77,1.8,1,54,175
4977756,25659180,Brooklyn,Crown Heights,40.6729,-73.96003,Entire home/apt,2,4,0.08,1,0,100
24098320,10222758,Brooklyn,Bedford-Stuyvesant,40.69292,-73.94326,Private room,3,54,3.68,1,69,90
28960497,70800114,Queens,Ditmars Steinway,40.7698,-73.91157,Private room,1,10,1.12,1,0,64
21450636,21341524,Manhattan,East Harlem,40.79104,-73.94144,Entire home/apt,2,3,0.16,1,41,180
19153259,36009953,Brooklyn,Bedford-Stuyvesant,40.68099,-73.92145,Private room,3,13,0.53,1,48,70
19177019,1382888,Brooklyn,Greenpoint,40.72781,-73.95526,Entire home/apt,3,2,0.09,1,0,215
8382660,44170892,Brooklyn,Bay Ridge,40.63421,-74.0263,Private room,2,36,0.94,1,281,85
33855990,64680664,Brooklyn,Bushwick,40.6897,-73.91145999999999,Private room,2,8,3.08,3,61,70
1045491,1356046,Brooklyn,Williamsburg,40.71454,-73.9507,Private room,3,179,2.39,2,136,75
13770856,65809485,Queens,Flushing,40.74944,-73.82772,Private room,3,51,1.45,12,96,40
10987342,7903382,Brooklyn,Brooklyn Heights,40.69449,-73.99188000000001,Entire home/apt,3,7,0.17,1,0,150
652648,1475015,Manhattan,Kips Bay,40.741890000000005,-73.97833,Entire home/apt,30,3,0.05,52,363,87
33996358,11297371,Brooklyn,Bushwick,40.69923,-73.93089,Private room,2,8,3.38,2,292,50
31539570,7225691,Manhattan,Lower East Side,40.72278,-73.98902,Entire home/apt,1,46,7.89,2,342,350
9925100,29413554,Manhattan,Flatiron District,40.73926,-73.98758000000001,Entire home/apt,1,1,0.02,1,0,150
16146442,20319948,Brooklyn,Crown Heights,40.66838,-73.93134,Private room,4,28,0.95,1,0,50
727835,3772684,Brooklyn,Williamsburg,40.70866,-73.95166,Private room,6,89,1.09,2,89,99
30801344,3929012,Manhattan,Upper West Side,40.78012,-73.98279000000001,Private room,1,37,5.39,4,59,129
20917712,117492425,Staten Island,St. George,40.645790000000005,-74.08027,Private room,4,61,2.81,6,178,29
30147493,2743475,Manhattan,Nolita,40.72224,-73.99675,Entire home/apt,3,5,0.74,1,0,165
470709,2335775,Brooklyn,Williamsburg,40.71856,-73.95166,Entire home/apt,30,154,1.87,1,157,165
35320280,264043510,Queens,Springfield Gardens,40.66222,-73.76324,Private room,2,1,1.0,6,365,41
20620647,145801588,Manhattan,Midtown,40.7538,-73.97355,Private room,3,3,0.13,4,357,389
33909151,241565326,Queens,Woodside,40.74351,-73.90405,Private room,1,11,7.67,2,331,44
14646562,22218694,Manhattan,West Village,40.73455,-74.006,Entire home/apt,2,100,2.9,2,344,180
10880196,617990,Queens,Jackson Heights,40.75055,-73.88365999999999,Private room,14,4,0.1,2,0,89
8435067,18830662,Manhattan,Chinatown,40.71707,-73.99065999999999,Private room,3,1,0.02,2,0,99
12252513,9280078,Brooklyn,Williamsburg,40.70845,-73.96741999999999,Entire home/apt,1,1,0.03,1,0,120
28492753,215073823,Manhattan,Midtown,40.76534,-73.98096,Private room,1,4,0.53,1,0,425
22018921,70235067,Manhattan,Washington Heights,40.84754,-73.93229000000001,Private room,3,4,0.22,1,0,34
18443902,11586111,Manhattan,West Village,40.73075,-74.00222,Entire home/apt,4,6,0.23,1,0,159
19311031,9453989,Brooklyn,Crown Heights,40.6735,-73.95322,Entire home/apt,13,12,0.58,1,74,90
874683,4617159,Brooklyn,Bushwick,40.68777,-73.91601,Private room,2,22,0.37,1,87,62
21843831,94214493,Brooklyn,East Flatbush,40.65532,-73.91793,Private room,7,1,0.36,9,364,80
21933969,159091490,Brooklyn,Gowanus,40.6784,-73.98447,Private room,1,32,1.62,17,363,129
23106220,55468128,Brooklyn,Bedford-Stuyvesant,40.68928,-73.95541,Private room,1,53,3.29,7,264,70
13671936,9371652,Brooklyn,Williamsburg,40.70704,-73.93763,Private room,2,1,0.04,1,0,50
2674267,3929012,Manhattan,Upper West Side,40.77848,-73.98334,Private room,1,288,4.58,4,103,109
33603476,4621134,Bronx,Clason Point,40.80626,-73.85122,Private room,7,2,1.76,1,59,40
13542521,77915011,Manhattan,Hell's Kitchen,40.76806,-73.98671999999999,Private room,2,1,0.03,1,0,100
14386712,88329273,Manhattan,Little Italy,40.71725,-73.99811,Entire home/apt,1,180,5.07,1,229,250
35465579,194804585,Queens,Jackson Heights,40.75268,-73.88595,Private room,1,4,4.0,2,308,55
4235620,21979970,Queens,Flushing,40.73303,-73.79736,Entire home/apt,7,9,0.16,1,268,100
31319056,3807069,Brooklyn,Williamsburg,40.71125,-73.95935,Private room,2,4,1.05,1,0,100
6106142,2077383,Manhattan,Upper East Side,40.77724,-73.95883,Entire home/apt,3,3,0.06,1,0,75
13503251,9055702,Queens,Woodside,40.74428,-73.90898,Private room,1,18,1.11,1,278,65
11567815,1253313,Queens,Astoria,40.76964,-73.92116999999999,Entire home/apt,2,28,0.7,1,0,90
1305265,7092157,Brooklyn,Kensington,40.64342,-73.97851,Entire home/apt,3,4,0.06,1,321,299
18127,69829,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,5,21,0.2,1,224,190
21565383,153410151,Queens,Astoria,40.7674,-73.92656,Private room,1,129,6.29,1,349,69
35482897,117484717,Manhattan,Chelsea,40.74637,-74.0002,Entire home/apt,3,2,2.0,1,35,240
17107656,65971028,Manhattan,East Village,40.72709,-73.98612,Entire home/apt,30,2,0.08,1,0,125
25378040,139871943,Manhattan,Little Italy,40.7197,-73.99746999999999,Private room,28,26,1.99,3,147,70
8503064,17028800,Brooklyn,Bushwick,40.69856,-73.93087,Private room,1,1,0.02,1,0,90
5207973,26942242,Manhattan,East Village,40.7295,-73.98623,Entire home/apt,2,1,0.02,1,0,230
1546945,4983320,Queens,Flushing,40.75431,-73.83131,Private room,1,116,1.63,2,0,59
16330110,105075484,Brooklyn,Canarsie,40.6315,-73.90760999999999,Entire home/apt,2,88,2.85,1,349,117
30466608,38407262,Manhattan,Upper West Side,40.80017,-73.96882,Entire home/apt,3,9,1.34,1,315,115
20328568,1533756,Brooklyn,Williamsburg,40.72106,-73.95974,Entire home/apt,5,1,0.04,1,0,269
27090376,154037433,Queens,Jamaica,40.67022,-73.77296,Private room,1,12,1.11,3,86,90
19960443,140821239,Manhattan,Upper East Side,40.7817,-73.94731,Private room,2,25,1.09,1,0,100
785166,2840710,Manhattan,Lower East Side,40.71818,-73.98206,Entire home/apt,25,1,0.01,1,350,220
352651,1785800,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057,Private room,5,11,0.13,3,365,77
29008272,43194941,Queens,Astoria,40.76322,-73.91131999999999,Private room,1,7,0.76,1,85,80
35387629,258374626,Brooklyn,Crown Heights,40.66397,-73.93353,Entire home/apt,2,1,1.0,1,87,140
5188840,26377263,Queens,Far Rockaway,40.59642,-73.75605999999999,Private room,6,5,0.11,43,313,38
19001879,132576479,Brooklyn,Greenpoint,40.722570000000005,-73.94544,Entire home/apt,30,8,0.37,1,183,115
30507110,228945290,Manhattan,Washington Heights,40.84215,-73.94266,Private room,1,4,0.57,1,90,45
13091684,17770287,Manhattan,Midtown,40.74927,-73.98303,Entire home/apt,30,4,0.17,14,332,163
35611781,264862581,Queens,Rosedale,40.68036,-73.72716,Private room,1,3,3.0,3,90,75
25635216,193127179,Manhattan,Upper West Side,40.7764,-73.98236,Private room,4,18,1.38,1,133,85
8743269,12226733,Manhattan,Harlem,40.81132,-73.94496,Entire home/apt,2,1,0.02,1,0,95
11554224,56043282,Manhattan,Upper West Side,40.77872,-73.98025,Entire home/apt,1,8,0.2,1,0,140
23107316,171678641,Manhattan,West Village,40.73716,-73.99764,Entire home/apt,7,10,0.78,1,279,225
12190495,66127,Brooklyn,Bedford-Stuyvesant,40.68762,-73.95604,Private room,7,13,0.36,1,0,49
21183975,43148410,Brooklyn,East New York,40.667390000000005,-73.88739,Private room,1,7,0.33,3,364,40
11140165,923791,Brooklyn,South Slope,40.66473,-73.98704000000001,Entire home/apt,4,14,0.36,2,13,390
4707057,6327629,Manhattan,Harlem,40.82502,-73.94404,Private room,3,1,0.02,1,0,90
17887213,17859338,Brooklyn,Bedford-Stuyvesant,40.68476,-73.95470999999999,Entire home/apt,5,59,2.4,2,243,160
29660984,221751961,Staten Island,Oakwood,40.56028,-74.10678,Private room,1,4,0.51,1,0,46
35121742,13583451,Brooklyn,Prospect-Lefferts Gardens,40.6573,-73.96134,Entire home/apt,4,1,0.88,1,7,94
9926917,51027744,Brooklyn,Crown Heights,40.67621,-73.94913000000001,Private room,1,4,0.12,1,342,99
29016112,216641760,Queens,Jackson Heights,40.75281,-73.87654,Entire home/apt,3,33,4.01,1,325,128
29962965,3230788,Manhattan,Inwood,40.86268,-73.9238,Entire home/apt,2,22,2.83,1,283,200
14185610,22860550,Manhattan,Midtown,40.75601,-73.96625,Entire home/apt,8,24,0.69,1,196,115
742026,132132,Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,7,66,0.83,1,142,199
27693532,1423082,Manhattan,Nolita,40.72265,-73.99458,Entire home/apt,2,26,2.41,1,0,150
27205234,928165,Brooklyn,Bushwick,40.6969,-73.9114,Private room,2,12,1.19,1,0,52
11356941,7194539,Brooklyn,Williamsburg,40.717,-73.9565,Entire home/apt,2,42,1.07,1,337,349
18385188,127341412,Brooklyn,Gowanus,40.6701,-73.98917,Entire home/apt,2,100,3.88,1,18,173
7204443,37723496,Brooklyn,DUMBO,40.70429,-73.98773,Private room,2,152,3.16,2,166,125
30285558,82208124,Manhattan,Upper West Side,40.77497,-73.98788,Entire home/apt,3,8,1.21,2,0,137
8733620,3571821,Brooklyn,Bedford-Stuyvesant,40.69053,-73.95631999999999,Private room,5,32,0.7,4,0,45
13941973,46712160,Queens,Woodside,40.74071,-73.89186,Private room,1,251,9.3,2,31,55
29672090,1887283,Manhattan,Chinatown,40.71415,-73.99255,Entire home/apt,2,8,1.07,1,0,121
21898686,46705025,Brooklyn,Boerum Hill,40.68837,-73.98716999999999,Entire home/apt,3,18,0.91,1,0,185
16296678,75918061,Brooklyn,Crown Heights,40.6749,-73.95233,Entire home/apt,4,47,1.66,1,5,140
13052968,26959668,Brooklyn,Fort Greene,40.68748,-73.97397,Entire home/apt,3,19,0.51,1,0,125
32587983,187419882,Manhattan,Harlem,40.828990000000005,-73.94185,Private room,2,4,0.94,3,90,82
16630483,107459717,Manhattan,Kips Bay,40.73945,-73.98273,Entire home/apt,2,2,0.08,1,0,144
8014811,42320409,Brooklyn,Williamsburg,40.7076,-73.94072,Entire home/apt,1,3,0.07,1,0,87
24043603,4181378,Brooklyn,Bedford-Stuyvesant,40.68967,-73.9366,Entire home/apt,2,20,1.67,2,357,175
28129565,212473045,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.9504,Private room,1,31,3.06,1,0,99
5771655,12212944,Brooklyn,Kensington,40.64455,-73.98298,Private room,21,1,0.02,2,1,30
6245521,9922972,Brooklyn,Bedford-Stuyvesant,40.68403,-73.93641,Private room,1,162,3.2,5,162,35
21340451,55724558,Queens,Long Island City,40.76024,-73.94228000000001,Shared room,2,21,1.02,5,90,48
6716199,31765814,Queens,Astoria,40.76561,-73.92056,Private room,1,3,0.06,1,0,85
21457703,6945444,Manhattan,Harlem,40.80111,-73.95221,Entire home/apt,2,62,3.44,1,92,173
19662367,3168812,Brooklyn,Crown Heights,40.67055,-73.93233000000001,Entire home/apt,3,83,3.62,1,17,48
7455635,1407021,Manhattan,Chinatown,40.71624,-73.99015,Entire home/apt,3,30,0.63,1,0,180
28386112,214304954,Queens,Glendale,40.6934,-73.8951,Entire home/apt,2,12,1.31,1,361,160
22077632,29799151,Brooklyn,Bushwick,40.70483,-73.91433,Private room,3,6,0.32,2,0,40
33627195,192956786,Manhattan,East Village,40.72585,-73.98831,Private room,4,9,3.14,1,48,50
19714056,3013202,Brooklyn,Bushwick,40.69997,-73.91666,Private room,4,1,0.04,1,55,70
33966122,138962369,Bronx,Edenwald,40.89039,-73.83185999999999,Entire home/apt,3,8,3.04,1,34,50
25968756,161649470,Brooklyn,Bedford-Stuyvesant,40.68315,-73.92913,Private room,1,1,0.14,1,0,50
30704165,172379806,Queens,Ditmars Steinway,40.77108,-73.91378,Entire home/apt,2,25,3.55,1,294,100
66275,314941,Manhattan,Lower East Side,40.71904,-73.99391999999999,Private room,1,109,1.11,3,364,95
8482165,32833549,Queens,Astoria,40.76541,-73.92009,Shared room,1,1,0.02,1,363,52
29160599,219746152,Manhattan,Washington Heights,40.83788,-73.9402,Private room,3,8,1.15,1,2,60
27729476,209350565,Brooklyn,Crown Heights,40.67754,-73.94824,Private room,1,52,4.92,1,0,90
20935388,733286,Manhattan,East Village,40.72232,-73.98055,Entire home/apt,14,1,0.05,1,0,225
16465524,40871485,Brooklyn,Bay Ridge,40.63821,-74.0273,Shared room,5,1,0.03,1,0,22
59855,288031,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,30,82,0.78,1,0,250
27853417,137358866,Queens,Maspeth,40.73786,-73.90616,Private room,30,1,0.77,103,235,36
14318774,37718300,Queens,Rego Park,40.73541,-73.85632,Entire home/apt,3,88,2.56,1,321,145
32306053,48339350,Manhattan,Upper East Side,40.76218,-73.96633,Entire home/apt,1,26,5.91,1,47,136
14918238,93743081,Brooklyn,Bedford-Stuyvesant,40.686240000000005,-73.95528,Private room,1,204,5.92,1,163,60
26501791,199315923,Queens,Glendale,40.70271,-73.87716999999999,Entire home/apt,3,49,4.06,1,293,65
16570975,101982307,Brooklyn,Williamsburg,40.71661,-73.9551,Private room,2,27,1.02,2,0,60
13765918,22069376,Manhattan,East Village,40.7257,-73.98635,Entire home/apt,1,38,3.41,1,123,200
4766284,420111,Manhattan,East Harlem,40.79796,-73.93856,Private room,2,15,0.33,2,250,73
34752945,262091506,Brooklyn,Bushwick,40.68569,-73.90857,Private room,3,2,2.0,1,97,50
26250476,102228163,Brooklyn,Carroll Gardens,40.67683,-74.00056,Entire home/apt,7,3,0.25,3,0,90
15767882,22541573,Manhattan,Chelsea,40.74565,-73.99183000000001,Entire home/apt,30,1,0.05,87,365,205
24626621,186100463,Brooklyn,Crown Heights,40.67357,-73.95467,Private room,2,52,3.63,1,224,99
20862285,84562428,Queens,Forest Hills,40.73715,-73.84792,Private room,5,18,0.83,2,80,45
30040019,2021640,Manhattan,Upper East Side,40.77717,-73.95404,Entire home/apt,2,28,3.85,1,64,182
18595831,129133511,Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,1,31,1.2,1,224,545
489924,1027283,Brooklyn,Sunset Park,40.66221,-73.99743000000001,Private room,2,33,0.39,1,20,50
34717211,30509656,Bronx,Port Morris,40.808690000000006,-73.9317,Shared room,1,1,0.67,8,73,28
30984803,35253342,Brooklyn,Bay Ridge,40.63284,-74.02271999999999,Entire home/apt,9,1,0.6,3,3,120
20785435,94713722,Queens,St. Albans,40.68998,-73.75477,Private room,2,23,1.23,4,0,60
23088623,47104818,Brooklyn,Bedford-Stuyvesant,40.69181,-73.9331,Private room,3,16,1.24,3,360,99
21173263,48510097,Brooklyn,Bushwick,40.6897,-73.91512,Private room,2,1,0.05,1,0,60
2048796,763439,Queens,Sunnyside,40.74817,-73.91886,Private room,1,1,0.04,1,0,50
7205456,16282382,Brooklyn,Greenpoint,40.7359,-73.95799,Entire home/apt,2,3,0.06,1,0,130
16439234,1877402,Manhattan,Harlem,40.81199,-73.95340999999999,Entire home/apt,2,10,0.36,2,0,125
13632649,50210611,Brooklyn,Vinegar Hill,40.7041,-73.98089,Entire home/apt,6,1,0.03,1,0,135
28965064,1093167,Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,1,3,0.33,1,95,150
34369607,178924110,Bronx,Hunts Point,40.81415,-73.88671,Private room,1,9,4.09,2,97,36
21898551,131206517,Brooklyn,Williamsburg,40.69999,-73.95275,Entire home/apt,4,4,0.21,1,0,100
4338548,910592,Brooklyn,Bedford-Stuyvesant,40.6845,-73.93968000000001,Entire home/apt,1,10,0.18,1,4,102
19308199,31907981,Brooklyn,Williamsburg,40.71635,-73.94238,Private room,3,9,0.38,1,0,80
12781270,69548489,Bronx,Pelham Gardens,40.86412,-73.84664000000001,Entire home/apt,2,92,2.45,1,265,75
19080983,59089796,Queens,Richmond Hill,40.70288,-73.81955,Entire home/apt,2,78,3.26,2,65,104
28151027,24614094,Brooklyn,Bedford-Stuyvesant,40.68804,-73.94591,Private room,1,16,1.84,2,310,40
3816499,23633,Brooklyn,Bushwick,40.70315,-73.93124,Private room,2,2,0.04,2,0,75
26569512,59262205,Brooklyn,Bedford-Stuyvesant,40.67963,-73.90816,Private room,1,16,2.34,3,0,55
30067603,45835291,Manhattan,Harlem,40.82411,-73.95441,Private room,8,31,4.04,6,270,47
28385896,6892946,Brooklyn,Williamsburg,40.70568,-73.94282,Private room,10,2,0.21,1,0,70
27890556,51954926,Brooklyn,Bedford-Stuyvesant,40.69652,-73.94821,Private room,2,46,4.68,4,36,45
26570172,199793200,Manhattan,Inwood,40.86735,-73.91762,Private room,3,3,0.26,1,0,53
16123133,1628075,Brooklyn,Fort Greene,40.69015,-73.97264,Entire home/apt,31,33,1.2,1,281,265
16205154,17167740,Brooklyn,South Slope,40.66593,-73.9879,Private room,2,34,1.11,1,34,93
31370305,226036723,Brooklyn,Cypress Hills,40.68522,-73.873,Private room,3,2,0.42,3,180,125
35685857,78424147,Manhattan,Washington Heights,40.84344,-73.93966999999999,Entire home/apt,5,2,2.0,1,354,210
21199630,61391963,Manhattan,Upper East Side,40.7717,-73.96115999999999,Entire home/apt,30,5,0.26,91,347,125
13216357,14052889,Manhattan,Harlem,40.82779,-73.94065,Entire home/apt,7,32,0.91,1,290,105
22242334,41423658,Brooklyn,Prospect-Lefferts Gardens,40.65896,-73.96104,Entire home/apt,2,37,2.0,1,3,69
5661080,29345363,Manhattan,Chelsea,40.74924,-73.99784,Entire home/apt,3,58,1.72,1,138,165
9698992,43298076,Manhattan,Harlem,40.82195,-73.95373000000001,Private room,2,24,0.55,4,97,62
22545840,165386495,Bronx,Fordham,40.85419,-73.89827,Private room,2,15,0.83,1,220,40
16133543,105239473,Brooklyn,Cypress Hills,40.682390000000005,-73.89319,Private room,3,22,0.7,1,89,65
30554810,70065270,Manhattan,East Harlem,40.789,-73.94798,Entire home/apt,3,1,0.16,1,0,90
13972708,82921914,Manhattan,Harlem,40.8197,-73.95326,Private room,2,72,2.09,3,72,69
13129533,3710740,Manhattan,Harlem,40.81777,-73.9535,Private room,1,63,1.74,2,0,60
7679094,3130040,Queens,Ditmars Steinway,40.776790000000005,-73.9212,Entire home/apt,2,7,0.15,1,0,175
28464829,24833181,Brooklyn,Bedford-Stuyvesant,40.69488,-73.94983,Entire home/apt,1,44,4.51,2,208,85
25109931,61545139,Brooklyn,Brighton Beach,40.58033,-73.9657,Private room,1,3,0.22,1,250,100
18949137,33683538,Manhattan,Morningside Heights,40.81002,-73.95958,Entire home/apt,12,11,0.43,1,0,120
11419133,6034691,Manhattan,Chelsea,40.74448,-73.99221,Private room,40,2,0.05,1,0,80
318187,1633100,Brooklyn,Bushwick,40.70462,-73.9228,Entire home/apt,2,42,0.48,1,238,120
34207925,646729,Brooklyn,Flatbush,40.63781,-73.96531,Entire home/apt,2,10,5.17,1,298,275
31928508,239383641,Manhattan,Hell's Kitchen,40.76474,-73.98924,Private room,1,30,5.73,1,183,80
22545117,90857546,Brooklyn,Bushwick,40.69818,-73.93576999999999,Private room,3,12,0.79,1,112,108
12684394,49902290,Manhattan,Harlem,40.82469,-73.94029,Private room,1,2,0.05,1,0,115
